ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
33,24,Male,Right,True,0,1,Congruent,-0.001080087,0.5222985,2022-08-23 14:32:12.315,2022-08-23 14:32:26.323,14,False,3,4,4,2,49.14205,False
33,24,Male,Right,True,0,2,Congruent,-0.003300339,0.4812134,2022-08-23 14:33:16.969,2022-08-23 14:33:30.984,14,False,3,3,1,1,8.200624,True
33,24,Male,Right,True,0,3,Novel,0.004239087,0.3031925,2022-08-23 14:33:40.503,2022-08-23 14:33:43.788,3.285387,True,2,2,3,3,3.796901,True
33,24,Male,Right,True,0,4,Random,-0.004935226,0.4137568,2022-08-23 14:33:49.013,2022-08-23 14:33:51.990,2.969194,True,4,4,2,2,2.123046,True
33,24,Male,Right,True,0,5,Novel,0.001243965,0.3200927,2022-08-23 14:33:55.458,2022-08-23 14:33:57.542,2.074837,True,2,2,4,4,2.535505,True
33,24,Male,Right,True,0,6,Congruent,0.004523431,0.4671133,2022-08-23 14:34:01.557,2022-08-23 14:34:03.637,2.079488,True,3,3,2,2,1.712933,True
33,24,Male,Right,True,0,7,Novel,0.003836967,0.5511764,2022-08-23 14:34:06.919,2022-08-23 14:34:08.688,1.761559,True,2,2,4,4,2.72682,True
33,24,Male,Right,True,0,8,Congruent,0.0007042615,0.3791647,2022-08-23 14:34:12.806,2022-08-23 14:34:14.780,1.966145,True,3,3,1,1,2.013854,True
33,24,Male,Right,True,0,9,Incongruent,-0.001608891,0.5710653,2022-08-23 14:34:18.389,2022-08-23 14:34:21.810,3.417995,True,1,1,2,2,1.117056,True
33,24,Male,Right,True,0,10,Novel,-0.002908115,0.5011123,2022-08-23 14:34:24.443,2022-08-23 14:34:27.619,3.173885,True,2,2,1,1,6.388922,True
33,24,Male,Right,True,0,11,Random,9.053759E-05,0.4442823,2022-08-23 14:34:35.458,2022-08-23 14:34:38.387,2.928735,True,4,4,1,1,2.467149,True
33,24,Male,Right,True,0,12,Incongruent,-0.0008867974,0.5201467,2022-08-23 14:34:42.394,2022-08-23 14:34:46.151,3.753276,True,1,1,4,4,2.390396,True
33,24,Male,Right,True,0,13,Random,-0.002451432,0.4914226,2022-08-23 14:34:50.045,2022-08-23 14:34:52.753,2.70336,True,4,4,2,2,1.605872,True
33,24,Male,Right,True,0,14,Random,-0.0001099175,0.4421371,2022-08-23 14:34:55.819,2022-08-23 14:34:57.722,1.900791,True,4,4,2,2,1.517297,True
33,24,Male,Right,True,0,15,Incongruent,-0.00175834,0.3112107,2022-08-23 14:35:00.557,2022-08-23 14:35:02.886,2.323348,True,1,1,4,4,2.937388,True
33,24,Male,Right,True,0,16,Novel,-0.002514424,0.3581136,2022-08-23 14:35:07.213,2022-08-23 14:35:09.743,2.526059,True,2,2,4,4,3.481649,True
33,24,Male,Right,True,0,17,Congruent,0.003825619,0.5960493,2022-08-23 14:35:14.830,2022-08-23 14:35:16.823,1.987675,True,3,3,4,4,3.662259,True
33,24,Male,Right,True,0,18,Incongruent,-0.003593547,0.5084626,2022-08-23 14:35:22.003,2022-08-23 14:35:24.172,2.169008,True,1,1,4,4,1.430445,True
33,24,Male,Right,True,0,19,Random,0.0004873089,0.5177433,2022-08-23 14:35:27.131,2022-08-23 14:35:29.255,2.121484,True,4,4,1,1,3.26084,True
