ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
23,20,Female,Right,True,0,1,Novel,-0.003706168,0.5118939,2022-08-08 11:15:32.373,2022-08-08 11:15:46.382,14,False,2,2,4,4,2.420327,True
23,20,Female,Right,True,0,2,Novel,0.001783229,0.3331112,2022-08-08 11:15:50.147,2022-08-08 11:15:55.667,5.519039,True,2,2,4,4,2.282397,True
23,20,Female,Right,True,0,3,Congruent,0.003107549,0.3822324,2022-08-08 11:15:59.339,2022-08-08 11:16:06.761,7.416566,True,3,3,4,4,1.642565,True
23,20,Female,Right,True,0,4,Congruent,0.002135115,0.4559436,2022-08-08 11:16:09.881,2022-08-08 11:16:14.065,4.176158,True,3,3,1,1,1.498765,True
23,20,Female,Right,True,0,5,Incongruent,-0.00339505,0.4640899,2022-08-08 11:16:17.065,2022-08-08 11:16:19.883,2.814805,True,4,4,3,3,0.9401739,True
23,20,Female,Right,True,0,6,Random,-0.0006063036,0.5456358,2022-08-08 11:16:22.383,2022-08-08 11:16:25.557,3.173794,True,1,1,4,4,0.7370934,True
23,20,Female,Right,True,0,7,Novel,-0.003517125,0.4392035,2022-08-08 11:16:27.731,2022-08-08 11:16:30.082,2.343315,True,2,2,1,1,2.476688,True
23,20,Female,Right,True,0,8,Novel,0.004712922,0.4945585,2022-08-08 11:16:34.064,2022-08-08 11:16:36.659,2.591954,True,2,2,3,3,0.7369508,True
23,20,Female,Right,True,0,9,Congruent,-0.00306129,0.5935769,2022-08-08 11:16:39.014,2022-08-08 11:16:42.076,3.061783,True,3,3,4,4,1.433242,True
23,20,Female,Right,True,0,10,Random,0.0004095645,0.491282,2022-08-08 11:16:45.033,2022-08-08 11:16:47.093,2.052943,True,1,1,4,4,0.850756,True
23,20,Female,Right,True,0,11,Incongruent,-0.001108641,0.5027458,2022-08-08 11:16:49.457,2022-08-08 11:16:51.855,2.391106,True,4,4,2,2,1.150084,True
23,20,Female,Right,True,0,12,Random,0.0008530454,0.3546264,2022-08-08 11:16:54.383,2022-08-08 11:16:57.005,2.611798,True,1,1,3,3,0.8984541,True
23,20,Female,Right,True,0,13,Incongruent,-0.000893964,0.4034372,2022-08-08 11:16:59.320,2022-08-08 11:17:01.824,2.502598,True,4,2,2,3,0.6692958,False
23,20,Female,Right,True,0,14,Congruent,0.004942272,0.5694969,2022-08-08 11:17:04.079,2022-08-08 11:17:07.054,2.972858,True,3,3,4,4,0.8485764,True
23,20,Female,Right,True,0,15,Random,0.003485528,0.4048058,2022-08-08 11:17:09.316,2022-08-08 11:17:11.196,1.875883,True,1,1,4,4,0.7832923,True
23,20,Female,Right,True,0,16,Incongruent,-0.001084766,0.3242639,2022-08-08 11:17:13.329,2022-08-08 11:17:16.345,3.017472,True,4,4,3,3,0.8520752,True
23,20,Female,Right,True,0,17,Incongruent,-0.004934679,0.4598523,2022-08-08 11:17:18.667,2022-08-08 11:17:22.650,3.976727,True,4,4,3,3,2.082798,True
23,20,Female,Right,True,0,18,Random,0.004949935,0.5798137,2022-08-08 11:17:26.329,2022-08-08 11:17:31.135,4.801576,True,1,1,3,3,0.6893671,True
23,20,Female,Right,True,0,19,Novel,-0.0009079198,0.4491541,2022-08-08 11:17:33.298,2022-08-08 11:17:35.559,2.254333,True,2,2,1,1,1.270445,True
23,20,Female,Right,True,0,20,Congruent,0.003828701,0.5059968,2022-08-08 11:17:38.347,2022-08-08 11:17:41.077,2.724645,True,3,3,4,4,0.8240137,True
23,20,Female,Right,False,1,1,Incongruent,0.002153683,0.4730844,2022-08-08 11:25:50.736,2022-08-08 11:25:53.956,3.216858,True,4,4,1,1,1.576528,True
23,20,Female,Right,False,1,2,Incongruent,-0.003968094,0.3623717,2022-08-08 11:25:56.913,2022-08-08 11:26:00.088,3.173318,True,4,4,3,3,1.196199,True
23,20,Female,Right,False,1,3,Congruent,-0.001444493,0.5716789,2022-08-08 11:26:02.876,2022-08-08 11:26:06.373,3.482577,True,3,3,1,1,1.329356,True
23,20,Female,Right,False,1,4,Random,-0.00387444,0.567613,2022-08-08 11:26:09.266,2022-08-08 11:26:11.638,2.367289,True,1,1,3,3,0.7803315,True
23,20,Female,Right,False,1,5,Incongruent,0.004420322,0.4851463,2022-08-08 11:26:13.922,2022-08-08 11:26:16.365,2.432687,True,4,4,3,3,1.060297,True
23,20,Female,Right,False,1,6,Incongruent,-0.004976846,0.3125334,2022-08-08 11:26:18.770,2022-08-08 11:26:21.633,2.857894,True,4,4,2,2,1.115832,True
23,20,Female,Right,False,1,7,Random,-0.003860514,0.4680229,2022-08-08 11:26:24.234,2022-08-08 11:26:26.894,2.6597,True,1,1,4,4,0.7842893,True
23,20,Female,Right,False,1,8,Novel,-0.004293073,0.407327,2022-08-08 11:26:29.091,2022-08-08 11:26:31.776,2.680493,True,2,2,1,1,1.06966,True
23,20,Female,Right,False,1,9,Congruent,0.001697775,0.3955388,2022-08-08 11:26:34.263,2022-08-08 11:26:37.061,2.790877,True,3,3,1,1,1.227394,True
23,20,Female,Right,False,1,10,Congruent,0.003994528,0.3575312,2022-08-08 11:26:39.668,2022-08-08 11:26:42.600,2.925047,True,3,3,1,1,1.140871,True
23,20,Female,Right,False,1,11,Congruent,-0.00107226,0.5030584,2022-08-08 11:26:45.267,2022-08-08 11:26:47.192,1.919858,True,3,3,2,2,1.341596,True
23,20,Female,Right,False,1,12,Novel,-0.001285799,0.4217421,2022-08-08 11:26:49.969,2022-08-08 11:26:52.295,2.322976,True,2,2,3,3,0.8061983,True
23,20,Female,Right,False,1,13,Novel,0.0001377505,0.5133673,2022-08-08 11:26:54.637,2022-08-08 11:26:56.540,1.896491,True,2,2,3,3,0.8017209,True
23,20,Female,Right,False,1,14,Novel,0.0008868654,0.5976877,2022-08-08 11:26:58.963,2022-08-08 11:27:01.397,2.437514,True,2,2,4,4,1.143376,True
23,20,Female,Right,False,1,15,Random,-0.0006739525,0.4253099,2022-08-08 11:27:03.999,2022-08-08 11:27:06.211,2.212907,True,1,1,3,3,0.6726989,True
23,20,Female,Right,False,1,16,Novel,0.002536949,0.3648366,2022-08-08 11:27:08.253,2022-08-08 11:27:10.178,1.919494,True,2,2,4,4,0.8739473,True
23,20,Female,Right,False,1,17,Congruent,-0.003784657,0.5925332,2022-08-08 11:27:12.666,2022-08-08 11:27:15.013,2.347553,True,3,3,1,1,1.27331,True
23,20,Female,Right,False,1,18,Random,0.003172425,0.4496944,2022-08-08 11:27:17.735,2022-08-08 11:27:19.526,1.788599,True,1,1,4,4,1.251528,True
23,20,Female,Right,False,1,19,Incongruent,0.004267123,0.3327538,2022-08-08 11:27:22.128,2022-08-08 11:27:24.565,2.434972,True,4,4,1,1,1.521086,True
23,20,Female,Right,False,1,20,Congruent,0.00144805,0.3358053,2022-08-08 11:27:27.432,2022-08-08 11:27:30.250,2.815751,True,3,3,4,4,0.9862717,True
23,20,Female,Right,False,1,21,Congruent,-0.0003053672,0.3583988,2022-08-08 11:27:32.614,2022-08-08 11:27:35.790,3.171832,True,3,3,4,4,1.099271,True
23,20,Female,Right,False,1,22,Incongruent,0.003435407,0.3408193,2022-08-08 11:27:38.233,2022-08-08 11:27:40.626,2.392392,True,4,4,3,3,0.7126808,True
23,20,Female,Right,False,1,23,Random,-0.002692029,0.3514134,2022-08-08 11:27:42.712,2022-08-08 11:27:45.753,3.039663,True,1,1,3,3,0.6678331,True
23,20,Female,Right,False,1,24,Novel,0.004432317,0.4656819,2022-08-08 11:27:47.893,2022-08-08 11:27:50.399,2.501602,True,2,2,3,3,0.7972959,True
23,20,Female,Right,False,1,25,Congruent,0.001555609,0.5305023,2022-08-08 11:27:52.741,2022-08-08 11:27:56.165,3.415421,True,3,3,2,2,1.141357,True
23,20,Female,Right,False,1,26,Random,-0.001236357,0.3455919,2022-08-08 11:27:58.663,2022-08-08 11:28:01.125,2.457175,True,1,1,4,4,0.8715764,True
23,20,Female,Right,False,1,27,Novel,3.775535E-05,0.3518569,2022-08-08 11:28:03.386,2022-08-08 11:28:05.604,2.210529,True,2,2,4,4,0.8724143,True
23,20,Female,Right,False,1,28,Random,-0.002344979,0.4745613,2022-08-08 11:28:07.970,2022-08-08 11:28:10.631,2.647814,True,1,1,3,3,0.6431382,True
