ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
17,25,Female,Right,True,0,1,Random,0.001203337,0.4886635,2022-08-05 15:46:18.091,2022-08-05 15:46:26.251,8.152909,True,2,1,3,4,4.044466,False
17,25,Female,Right,True,0,2,Random,0.0007085307,0.3666547,2022-08-05 15:46:31.662,2022-08-05 15:46:45.671,14,False,2,4,1,2,14.37079,False
17,25,Female,Right,True,0,3,Random,-0.002727298,0.5243721,2022-08-05 15:47:01.577,2022-08-05 15:47:15.583,14,False,2,3,1,2,2.281106,False
17,25,Female,Right,True,0,4,Random,-0.003473315,0.5744954,2022-08-05 15:47:19.447,2022-08-05 15:47:33.455,14,False,2,3,4,1,4.630426,False
17,25,Female,Right,True,0,5,Novel,0.004396388,0.4886503,2022-08-05 15:47:39.575,2022-08-05 15:47:53.583,14,False,1,4,2,3,5.523682,False
17,25,Female,Right,True,0,6,Incongruent,-0.002169371,0.5243484,2022-08-05 15:48:00.652,2022-08-05 15:48:14.661,14,False,4,3,1,2,2.171774,False
17,25,Female,Right,True,0,7,Incongruent,-0.004620428,0.4061475,2022-08-05 15:48:18.258,2022-08-05 15:48:24.092,5.833234,True,4,4,3,3,3.510158,True
17,25,Female,Right,True,0,8,Novel,-0.001687562,0.3866949,2022-08-05 15:48:29.024,2022-08-05 15:48:43.033,14,False,1,4,2,1,6.17039,False
17,25,Female,Right,True,0,9,Congruent,-0.001371757,0.5920697,2022-08-05 15:48:50.818,2022-08-05 15:49:03.691,12.8685,True,3,3,2,2,2.344656,True
17,25,Female,Right,True,0,10,Random,-0.002964041,0.3167542,2022-08-05 15:49:07.359,2022-08-05 15:49:10.694,3.326615,True,2,2,1,1,1.318814,True
17,25,Female,Right,True,0,11,Incongruent,0.003709992,0.4585777,2022-08-05 15:49:13.513,2022-08-05 15:49:27.436,13.91987,True,4,4,3,3,2.682925,True
17,25,Female,Right,True,0,12,Incongruent,0.0009702556,0.5477281,2022-08-05 15:49:31.710,2022-08-05 15:49:45.717,14,False,4,4,2,2,14.82796,True
17,25,Female,Right,True,0,13,Congruent,-0.00439299,0.3481329,2022-08-05 15:50:33.444,2022-08-05 15:50:45.757,12.31253,True,3,3,4,4,2.036353,True
17,25,Female,Right,True,0,14,Congruent,-0.00180515,0.4635359,2022-08-05 15:50:49.272,2022-08-05 15:50:55.712,6.433789,True,3,3,4,4,1.611622,True
17,25,Female,Right,True,0,15,Incongruent,0.003935955,0.3120145,2022-08-05 15:50:58.651,2022-08-05 15:51:12.673,14,False,4,2,2,1,4.074486,False
17,25,Female,Right,True,0,16,Congruent,-0.002286766,0.5791994,2022-08-05 15:51:18.377,2022-08-05 15:51:22.283,3.886182,True,3,3,2,2,1.163371,True
17,25,Female,Right,True,0,17,Novel,-0.0007193466,0.3369025,2022-08-05 15:51:24.804,2022-08-05 15:51:33.386,8.590237,True,1,1,3,3,1.161688,True
17,25,Female,Right,True,0,18,Congruent,0.004424811,0.3963828,2022-08-05 15:51:35.950,2022-08-05 15:51:39.563,3.595574,True,3,3,1,1,1.347136,True
17,25,Female,Right,True,0,19,Novel,0.001879204,0.447331,2022-08-05 15:51:42.408,2022-08-05 15:51:55.114,12.70024,True,1,1,4,4,1.137096,True
17,25,Female,Right,True,0,20,Novel,-0.00316449,0.5573744,2022-08-05 15:51:57.841,2022-08-05 15:52:02.841,4.980465,True,1,1,3,3,0.9622697,True
17,25,Female,Right,False,1,1,Random,0.00198672,0.4885525,2022-08-05 16:00:31.458,2022-08-05 16:00:36.963,5.487254,True,2,2,3,3,0.9878824,True
17,25,Female,Right,False,1,2,Random,-0.001218713,0.5120888,2022-08-05 16:00:39.463,2022-08-05 16:00:45.718,6.255818,True,2,2,3,3,0.6385185,True
