ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
3,32,Male,Right,True,0,1,Congruent,0.00458126,0.3300795,2022-07-30 17:45:18.651,2022-07-30 17:45:32.659,14,False,1,4,3,2,6.24823,False
3,32,Male,Right,True,0,2,Novel,-0.004809894,0.5106765,2022-07-30 17:45:40.443,2022-07-30 17:45:48.940,8.493138,True,2,2,3,3,1.838058,True
3,32,Male,Right,True,0,3,Incongruent,0.001533926,0.3469154,2022-07-30 17:45:52.125,2022-07-30 17:46:01.311,9.180176,True,3,3,1,1,1.464848,True
3,32,Male,Right,True,0,4,Incongruent,0.003953858,0.5469804,2022-07-30 17:46:04.328,2022-07-30 17:46:08.975,4.639107,True,3,3,1,1,1.017416,True
3,32,Male,Right,True,0,5,Incongruent,-0.0005927496,0.5861749,2022-07-30 17:46:11.586,2022-07-30 17:46:15.129,3.541531,True,3,3,2,2,1.192202,True
3,32,Male,Right,True,0,6,Congruent,0.004793067,0.5335825,2022-07-30 17:46:17.883,2022-07-30 17:46:22.304,4.407466,True,1,1,2,2,1.857609,True
3,32,Male,Right,True,0,7,Novel,0.002216263,0.3917254,2022-07-30 17:46:25.583,2022-07-30 17:46:27.961,2.381939,True,2,2,1,1,1.608023,True
3,32,Male,Right,True,0,8,Random,-0.001313863,0.3613549,2022-07-30 17:46:30.940,2022-07-30 17:46:41.905,10.96249,True,4,4,2,2,5.817893,True
3,32,Male,Right,True,0,9,Incongruent,-0.0004879897,0.598437,2022-07-30 17:46:49.349,2022-07-30 17:46:57.376,8.021409,True,3,3,4,4,3.573275,True
3,32,Male,Right,True,0,10,Random,0.001270484,0.4366938,2022-07-30 17:47:02.421,2022-07-30 17:47:05.160,2.727609,True,4,4,1,1,16.87342,True
3,32,Male,Right,True,0,11,Congruent,-0.002959828,0.3420501,2022-07-30 17:47:23.392,2022-07-30 17:47:30.673,7.270846,True,1,1,2,2,1.091053,True
3,32,Male,Right,True,0,12,Novel,0.001744388,0.5817927,2022-07-30 17:47:33.380,2022-07-30 17:47:40.254,6.868617,True,2,2,4,4,1.895277,True
