ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
30,23,Male,Right,True,0,1,Novel,0.003337513,0.332692,2022-08-22 15:48:25.964,2022-08-22 15:48:39.971,14,False,3,1,1,2,38.85431,False
30,23,Male,Right,True,0,2,Random,-0.003876139,0.4523597,2022-08-22 15:49:20.280,2022-08-22 15:49:34.292,14,False,2,2,4,4,17.44946,True
30,23,Male,Right,True,0,3,Random,-0.004657332,0.5332838,2022-08-22 15:49:53.289,2022-08-22 15:50:01.895,8.602863,True,2,2,1,1,12.39922,True
30,23,Male,Right,True,0,4,Incongruent,0.003670312,0.374738,2022-08-22 15:50:15.672,2022-08-22 15:50:22.692,7.01686,True,4,4,1,1,1.745494,True
30,23,Male,Right,True,0,5,Congruent,-0.0008652643,0.5096937,2022-08-22 15:50:25.983,2022-08-22 15:50:30.234,4.246274,True,1,1,4,4,1.361013,True
30,23,Male,Right,True,0,6,Random,0.002429948,0.5963681,2022-08-22 15:50:33.207,2022-08-22 15:50:36.876,3.666145,True,2,2,1,1,2.393315,True
30,23,Male,Right,True,0,7,Random,-0.004818219,0.3777284,2022-08-22 15:50:40.647,2022-08-22 15:50:44.833,4.175284,True,2,2,1,1,1.93935,True
30,23,Male,Right,True,0,8,Novel,0.0009774156,0.5239508,2022-08-22 15:50:48.310,2022-08-22 15:50:53.048,4.732578,True,3,3,2,2,9.98805,True
30,23,Male,Right,True,0,9,Novel,-0.004589877,0.4866731,2022-08-22 15:51:04.529,2022-08-22 15:51:09.384,4.84587,True,3,3,2,2,1.026147,True
30,23,Male,Right,True,0,10,Incongruent,-0.003208233,0.4775071,2022-08-22 15:51:11.911,2022-08-22 15:51:14.419,2.504203,True,4,4,1,1,1.252548,True
30,23,Male,Right,True,0,11,Incongruent,0.001309528,0.4163001,2022-08-22 15:51:17.108,2022-08-22 15:51:20.081,2.973362,True,4,4,3,3,1.45529,True
30,23,Male,Right,True,0,12,Congruent,-0.004993691,0.4716255,2022-08-22 15:51:23.018,2022-08-22 15:51:26.818,3.801444,True,1,1,2,2,1.339647,True
30,23,Male,Right,True,0,13,Congruent,0.003001194,0.4123889,2022-08-22 15:51:29.585,2022-08-22 15:51:32.715,3.130035,True,1,1,3,3,0.7614299,True
30,23,Male,Right,True,0,14,Incongruent,-0.001869757,0.4699,2022-08-22 15:51:34.978,2022-08-22 15:51:41.687,6.702792,True,4,4,3,3,1.787151,True
30,23,Male,Right,True,0,15,Incongruent,-0.002181564,0.3629966,2022-08-22 15:51:44.839,2022-08-22 15:51:50.921,6.077526,True,4,4,2,2,1.274334,True
30,23,Male,Right,True,0,16,Novel,0.0004387014,0.3802086,2022-08-22 15:51:53.597,2022-08-22 15:51:58.720,5.115138,True,3,3,1,1,2.210753,True
30,23,Male,Right,True,0,17,Novel,0.004015042,0.5568232,2022-08-22 15:52:02.502,2022-08-22 15:52:05.028,2.52713,True,3,3,2,2,1.295735,True
30,23,Male,Right,True,0,18,Congruent,0.00265106,0.4175395,2022-08-22 15:52:07.751,2022-08-22 15:52:10.081,2.325875,True,1,1,3,3,1.8754,True
