"ID" "block" "condition" "time" "time_n" "time_nmd"
"382" 32 3 "Incongruent" 2.38518 -0.0195145984149432 -0.381792299852149
"383" 32 3 "Novel" 2.725668 -0.083216984446236 0.0254432517104613
"384" 32 3 "Random" 2.674107 0.3445538433659 -0.0362255068775651
"385" 33 1 "Congruent" 2.2986 0.225308787691685 0.151027071626525
"386" 33 1 "Incongruent" 1.986246 -0.479022183999437 -0.574837060252711
"387" 33 1 "Novel" 2.147378 -0.0367420494622697 -0.200390312978897
"388" 33 1 "Random" 2.366858 0.455812991020988 0.309648488076491
"389" 33 2 "Congruent" 2.457761 1.00499948903708 0.520893508726837
"390" 33 2 "Incongruent" 2.141712 -0.237573357843657 -0.213557252320886
"391" 33 2 "Novel" 2.477419 0.670043623836882 0.566575770213746
"392" 33 2 "Random" 2.164665 0.494852614017193 -0.160217902035556
"393" 33 3 "Congruent" 2.478 0.771984707402184 0.567925927601268
"394" 33 3 "Incongruent" 2.079357 0.188696158850172 -0.358460976759599
"395" 33 3 "Novel" 1.990369 -0.434725831452744 -0.565255822888252
"396" 33 3 "Random" 2.209625 0.0501188504185773 -0.0557375644401018
"397" 34 1 "Congruent" 2.391338 0.954624790432786 0.341682461500556
"398" 34 1 "Incongruent" 3.038934 2.19738405799037 1.31904178153834
"399" 34 1 "Novel" 1.987059 0.646548057134331 -0.268460047942916
"400" 34 1 "Random" 2.683001 1.43104976929673 0.781863610488782
"401" 34 2 "Congruent" 2.211606 0.110668156240383 0.0704288631011977
"402" 34 2 "Incongruent" 2.209339 0.426139033740181 0.0670074806675108
"403" 34 2 "Novel" 1.63255 -0.79392290680318 -0.803489101839596
"404" 34 2 "Random" 2.348085 0.192310344572735 0.276404537193435
"405" 34 3 "Congruent" 2.080404 -0.170722815695398 -0.127582701991232
"406" 34 3 "Incongruent" 2.0753985 0.272444114724798 -0.135137060073199
"407" 34 3 "Novel" 1.62714 -0.716950450987967 -0.811653935966743
"408" 34 3 "Random" 2.143828 -0.0386911904364203 -0.0318624728451653
"409" 35 1 "Congruent" 3.607125 1.00468366776251 0.821944726080746
"410" 35 1 "Incongruent" 3.396373 0.594555032258251 0.635013357912523
"411" 35 1 "Novel" 3.931666 1.10674826100968 1.10980388355817
"412" 35 1 "Random" 2.948602 0.399473131232594 0.237852497488645
"413" 35 2 "Congruent" 3.686068 0.530787051865418 0.891965048532272
"414" 35 2 "Incongruent" 2.255398 0.143359220880188 -0.377000847389148
"415" 35 2 "Novel" 2.881155 0.242464212109558 0.178028818525494
"416" 35 2 "Random" 2.501595 0.0930537873926915 -0.158630715438268
"417" 35 3 "Congruent" 2.099284 -0.364097707635204 -0.515469775846358
"418" 35 3 "Incongruent" 1.72071 -0.600554655194032 -0.851254754270841
"419" 35 3 "Novel" 2.279164 -0.181425584598433 -0.355921043183797
"420" 35 3 "Random" 2.165487 -0.476827288944023 -0.456749491498684
"421" 36 1 "Congruent" 2.859445 1.39826603890712 1.50043470448304
"422" 36 1 "Incongruent" 2.414352 0.93842257527174 1.02946130250123
"423" 36 1 "Novel" 2.231118 0.952213270710545 0.835572968290779
"424" 36 1 "Random" 1.965629 0.567794352048741 0.554646830340401
"425" 36 2 "Congruent" 0.9145512 -0.110190609190524 -0.557546997047475
"426" 36 2 "Incongruent" 1.002884 0.270391919553648 -0.464077993215515
"427" 36 2 "Novel" 1.295468 0.261696864814816 -0.154481387909558
"428" 36 2 "Random" 0.9383325 -0.254410292010395 -0.532382908273781
"429" 36 3 "Congruent" 1.853552 0.214826586480831 0.436052994953381
"430" 36 3 "Incongruent" 1.831553 0.251698711349047 0.412774839893208
"431" 36 3 "Novel" 1.608551 0.0505246915489403 0.176806153374331
"432" 36 3 "Random" 1.295684 -0.0947558559471619 -0.154252828361715
"433" 37 1 "Congruent" 1.495259 0.170090480430555 -0.261153546464468
"434" 37 1 "Incongruent" 2.323181 1.93343026091689 1.65106690543219
"435" 37 1 "Novel" 2.099627 1.49677740403896 1.13473259990183
"436" 37 1 "Random" 1.786928 0.723380986032026 0.412503424825397
"437" 37 2 "Congruent" 1.34356 -0.416594370230823 -0.611527048234286
"438" 37 2 "Incongruent" 1.786394 0.912882439208997 0.411270065014554
"439" 37 2 "Novel" 1.472925 -0.146684537641693 -0.312737550238567
"440" 37 2 "Random" 1.518656 0.374455093541253 -0.207114371381518
"441" 37 3 "Congruent" 1.405451 -0.428189231650477 -0.468579722292548
"442" 37 3 "Incongruent" 1.787754 0.829811125456758 0.414411206105839
"443" 37 3 "Novel" 1.542938 0.24913583912868 -0.151031144926665
"444" 37 3 "Random" 1.87686 1.07797210931576 0.620215998811799
"445" 38 1 "Congruent" 1.786326 0.558919004557659 -0.0460666556869611
"446" 38 1 "Incongruent" 2.41237 1.12359295638358 1.2168130935254
"447" 38 1 "Novel" 2.143023 0.942250087364844 0.673476088760393
"448" 38 1 "Random" 2.163933 0.656159807386511 0.715656535431922
"449" 38 2 "Congruent" 1.499131 0.114813195843213 -0.625407324354088
"450" 38 2 "Incongruent" 1.874261 0.318932543997214 0.131319168227953
"451" 38 2 "Novel" 1.786701 0.394339693699611 -0.0453101914353196
"452" 38 2 "Random" 2.00028 1.14145497822372 0.385529484301571
"453" 38 3 "Congruent" 1.297708 -0.92187288007755 -1.03172545490977
"454" 38 3 "Incongruent" 1.653553 -0.224079064760466 -0.313901397242143
"455" 38 3 "Novel" 1.563516 -0.364789019001335 -0.495527455442258
"456" 38 3 "Random" 1.983086 0.543773581620795 0.350845094054308
"457" 39 1 "Congruent" 3.373627 0.106289196321607 -0.239789455632917
"458" 39 1 "Incongruent" 2.7869865 -0.490912394744855 -0.708341852175563
"459" 39 1 "Novel" 5.192514 0.972581710195724 1.21296374311531
"460" 39 1 "Random" 7 1.65088585350117 2.65661091206679
"461" 39 2 "Congruent" 3.875931 0.268658567687987 0.161403000382235
"462" 39 2 "Incongruent" 3.171619 -0.439014000851249 -0.401134150587982
"463" 39 2 "Novel" 3.741958 0.288410468083557 0.0543981648449545
"464" 39 2 "Random" 6.557785 1.45743729333983 2.30341180965722
"465" 39 3 "Congruent" 2.737532 -0.372156783356229 -0.747841382969666
"466" 39 3 "Incongruent" 2.324217 -0.718276845066193 -1.07795792585585
"467" 39 3 "Novel" 3.887917 0.087965563855875 0.170976272300829
"468" 39 3 "Random" 4.144546 0.466985430507606 0.375947004755105
"469" 40 1 "Congruent" 2.123076 1.09258771905407 1.11830687814658
"470" 40 1 "Incongruent" 1.8031715 -0.0407554198053252 0.0499377877124623
"471" 40 1 "Novel" 1.965714 0.433428137082365 0.59277286156071
"472" 40 1 "Random" 2.23491 1.66322345313398 1.49179330568857
"473" 40 2 "Congruent" 2.072339 0.730405493255543 0.948863051812917
"474" 40 2 "Incongruent" 1.697517 -0.272989291857128 -0.302911272132807
"475" 40 2 "Novel" 1.673462 -0.517810048180982 -0.383246554913739
"476" 40 2 "Random" 1.921952 0.650381568620945 0.446623094565943
"477" 40 3 "Congruent" 1.610682 -0.509944401543672 -0.592909787214171
"478" 40 3 "Incongruent" 1.676736 0.0489211211579139 -0.37231254053732
"479" 40 3 "Novel" 1.562793 -0.697166212861385 -0.752842290107376
"480" 40 3 "Random" 1.6361085 -0.245103320692215 -0.507994174342445
"481" 41 1 "Congruent" 2.793895 1.31335586405296 1.39623964020967
"482" 41 1 "Incongruent" 2.793746 1.69911597007322 1.39597378428325
"483" 41 1 "Novel" 2.122258 0.166386693296447 0.19785925863674
"484" 41 1 "Random" 2.145456 0.778704086611955 0.239250706832311
"485" 41 2 "Congruent" 1.888965 -0.0755708852864566 -0.21839796715382
"486" 41 2 "Incongruent" 1.978625 -0.13308408665778 -0.0584205016302866
"487" 41 2 "Novel" 1.67709 -0.450526013530956 -0.596439741722174
"488" 41 2 "Random" 1.4517285 -1.00043131478208 -0.998545046167653
"489" 41 3 "Congruent" 2.301779 0.806493648374752 0.518172827544282
"490" 41 3 "Incongruent" 2.369289 1.00905143356245 0.638628757697012
"491" 41 3 "Novel" 2.056908 0.303827619190355 0.08125734728315
"492" 41 3 "Random" 1.544852 -0.683194281346603 -0.832387768555778
"493" 42 1 "Congruent" 2.667944 1.36881359998994 1.20291625425315
"494" 42 1 "Incongruent" 2.10045 0.73385485300087 0.227261250096063
"495" 42 1 "Novel" 2.170076 0.239853978219225 0.346964639593469
"496" 42 1 "Random" 2.145139 0.792610205425051 0.304092100256198
"497" 42 2 "Congruent" 1.945621 0.242401089578731 -0.038926037590922
"498" 42 2 "Incongruent" 1.968418 0.379392699869043 0.000267340893729983
"499" 42 2 "Novel" 1.989298 0.471931464114378 0.0361649477174145
"500" 42 2 "Random" 1.608633 -0.489757725813566 -0.618287279367732
"501" 42 3 "Congruent" 2.100956 0.791072681195269 0.228131182521963
"502" 42 3 "Incongruent" 2.413611 0.951086554559142 0.765658302323642
"503" 42 3 "Novel" 2.056648 0.313895569517298 0.151955360532316
"504" 42 3 "Random" 1.564987 -0.721036693620002 -0.693324968420727
"505" 43 1 "Congruent" 2.235762 -0.00321852007414895 -0.100466728601433
"506" 43 1 "Incongruent" 3.170715 1.30124867332901 1.61194304116887
"507" 43 1 "Novel" 2.637374 0.953863923351205 0.635104270643439
"508" 43 1 "Random" 2.347602 1.17292123628909 0.104373417000658
"509" 43 2 "Congruent" 1.719525 -0.749827544827537 -1.04597873007842
"510" 43 2 "Incongruent" 2.437861 0.335509778223997 0.269686960472572
"511" 43 2 "Novel" 2.414203 0.321700341286972 0.226356236539684
"512" 43 2 "Random" 2.012862 -0.293773063182479 -0.508718413639932
"513" 43 3 "Congruent" 1.7006855 -1.08382351475778 -1.0804841478455
"514" 43 3 "Incongruent" 1.967672 -0.308611688289159 -0.591485993931048
"515" 43 3 "Novel" 2.36879 0.0494584675589263 0.143180221408893
"516" 43 3 "Random" 2.263288 -0.209438665419122 -0.0500515833238649
"517" 44 1 "Congruent" 1.7868 0.0721341852092698 -0.0928113741101017
"518" 44 1 "Incongruent" 2.391752 1.84192621005718 1.12450810620675
"519" 44 1 "Novel" 2.057548 1.06669392262031 0.452003445341403
"520" 44 1 "Random" 2.145734 0.747203701034354 0.62945642622455
"521" 44 2 "Congruent" 1.342356 -0.902143137355816 -0.987147353014117
"522" 44 2 "Incongruent" 1.7884 0.0529398756394158 -0.0895917613664344
"523" 44 2 "Novel" 1.718107 -0.205724121764956 -0.231039410485558
"524" 44 2 "Random" 1.631248 -0.20337349488393 -0.405822125049427
"525" 44 3 "Congruent" 1.654644 -0.308899707917255 -0.358743337705153
"526" 44 3 "Incongruent" 2.055225 0.376964643154493 0.447328970089191
"527" 44 3 "Novel" 1.987699 0.632974781881452 0.311449238758647
"528" 44 3 "Random" 1.854595 0.309900574071128 0.043609654612972
"529" 45 1 "Congruent" 3.728384 0.49793090552785 0.349429018599573
"530" 45 1 "Incongruent" 3.575428 0.430264010433277 0.236288809710433
"531" 45 1 "Novel" 3.996794 0.741807723728981 0.547969536578168
"532" 45 1 "Random" 4.845988 1.0972039166777 1.17611087491994
"533" 45 2 "Congruent" 2.769518 -0.208605410939414 -0.359835734248919
"534" 45 2 "Incongruent" 2.659261 -0.187112943108908 -0.441391868114147
"535" 45 2 "Novel" 3.373902 0.760799124876695 0.0872217986968558
"536" 45 2 "Random" 2.055275 -0.680711448763525 -0.888155003957893
"537" 45 3 "Congruent" 2.725462 -0.234896597052444 -0.392423570246329
"538" 45 3 "Incongruent" 2.189363 -0.313134191647938 -0.788971288840297
"539" 45 3 "Novel" 3.261403 0.622359314392703 0.00400727713628052
"540" 45 3 "Random" 2.591081 0.14910220324543 -0.491824014888785
"541" 46 1 "Congruent" 1.966418 1.33426146860156 0.721474832158851
"542" 46 1 "Incongruent" 1.743209 1.26772777937771 0.0731721783503271
"543" 46 1 "Novel" 1.855292 1.02986396444701 0.398713291597646
"544" 46 1 "Random" 2.121794 1.43572201570459 1.17275893422531
"545" 46 2 "Congruent" 1.855959 0.568584929201057 0.400650569530392
"546" 46 2 "Incongruent" 1.429523 -0.807954597351312 -0.837917725114948
"547" 46 2 "Novel" 1.811256 0.29597433320052 0.27081228553108
"548" 46 2 "Random" 1.649573 -0.154610463142325 -0.1987902751888
"549" 46 3 "Congruent" 1.631667 -0.144729958423366 -0.250797619512261
"550" 46 3 "Incongruent" 1.384527 -0.71703949119231 -0.968607017261628
"551" 46 3 "Novel" 1.586071 -0.522395004184808 -0.383229590459012
"552" 46 3 "Random" 1.6967505 -0.113433141445141 -0.0617648933715268
"553" 47 1 "Congruent" 5.607952 3.05121377883092 3.3291746363207
"554" 47 1 "Incongruent" 4.356137 2.06067492259763 1.69192216188925
"555" 47 1 "Novel" 3.350307 1.24845454228849 0.376394183428075
"556" 47 1 "Random" 3.662187 1.7071739194827 0.7843029412922
"557" 47 2 "Congruent" 2.792113 -0.236141819108533 -0.353669370461905
"558" 47 2 "Incongruent" 3.39706 0.57335751951169 0.437542567923463
"559" 47 2 "Novel" 2.345252 -0.551366238859128 -0.938120170282095
"560" 47 2 "Random" 2.703416 -0.51731609342682 -0.469676434384806
"561" 47 3 "Congruent" 3.06083 0.0669236309861613 -0.00221362566591311
"562" 47 3 "Incongruent" 3.063663 0.247085344534464 0.00149166326261392
"563" 47 3 "Novel" 2.636473 -0.319337019825967 -0.557231378522609
"564" 47 3 "Random" 2.747482 -0.382735198532973 -0.412042384993884
"565" 48 1 "Congruent" 3.2396315 1.59044450261654 1.09789512406618
"566" 48 1 "Incongruent" 2.658992 0.718266180824715 0.318447141195925
"567" 48 1 "Novel" 2.657279 0.650750284548288 0.316147617318103
"568" 48 1 "Random" 2.437989 0.423607840803216 0.0217736586679951
"569" 48 2 "Congruent" 2.680148 0.654531813307088 0.346846865165106
"570" 48 2 "Incongruent" 1.986693 -0.161156925532655 -0.58404416267798
"571" 48 2 "Novel" 2.14478 -0.270721255750008 -0.371828849617104
"572" 48 2 "Random" 2.052834 -0.0580048160386729 -0.495256766996113
"573" 48 3 "Congruent" 2.724344 0.849476379269424 0.406175386650354
"574" 48 3 "Incongruent" 2.078453 -0.369971180455399 -0.460865930903919
"575" 48 3 "Novel" 1.75391 -0.673291587048864 -0.89653106685258
"576" 48 3 "Random" 2.222551 -0.172316627306859 -0.267429391647395
