ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
19,26,Female,Right,True,0,1,Congruent,-0.0025413,0.3991196,2022-08-05 18:13:13.233,2022-08-05 18:13:27.242,14,False,2,2,3,3,3.266609,True
19,26,Female,Right,True,0,2,Novel,0.003643252,0.5776808,2022-08-05 18:13:32.098,2022-08-05 18:13:46.108,14,False,4,4,2,2,3.104076,True
19,26,Female,Right,True,0,3,Congruent,0.002349277,0.3762532,2022-08-05 18:13:50.608,2022-08-05 18:13:56.754,6.14593,True,2,2,3,3,1.144109,True
19,26,Female,Right,True,0,4,Novel,0.003507191,0.4827037,2022-08-05 18:13:59.419,2022-08-05 18:14:05.861,6.432418,True,4,4,3,3,1.428034,True
19,26,Female,Right,True,0,5,Random,0.00296382,0.4697864,2022-08-05 18:14:08.803,2022-08-05 18:14:11.558,2.748311,True,1,1,4,4,1.808353,True
19,26,Female,Right,True,0,6,Congruent,0.001109692,0.4402839,2022-08-05 18:14:14.834,2022-08-05 18:14:16.584,1.744838,True,2,2,4,4,2.189831,True
19,26,Female,Right,True,0,7,Incongruent,-0.003182976,0.3404611,2022-08-05 18:14:20.119,2022-08-05 18:14:22.805,2.681626,True,3,3,2,2,1.051465,True
19,26,Female,Right,True,0,8,Random,0.003506391,0.5819232,2022-08-05 18:14:25.448,2022-08-05 18:14:28.801,3.35314,True,1,1,3,3,0.648545,True
19,26,Female,Right,True,0,9,Random,-0.004121481,0.5530367,2022-08-05 18:14:31.020,2022-08-05 18:14:33.304,2.280886,True,1,1,3,3,0.8067698,True
19,26,Female,Right,True,0,10,Random,-0.004688352,0.4513626,2022-08-05 18:14:35.578,2022-08-05 18:14:39.918,4.336177,True,1,1,3,3,0.7811974,True
19,26,Female,Right,True,0,11,Novel,-0.00258643,0.4202968,2022-08-05 18:14:42.134,2022-08-05 18:14:45.401,3.263205,True,4,4,2,2,0.8254664,True
19,26,Female,Right,True,0,12,Congruent,0.00159548,0.4185034,2022-08-05 18:14:47.665,2022-08-05 18:14:49.680,2.011585,True,2,2,3,3,0.8475314,True
19,26,Female,Right,True,0,13,Incongruent,-0.001109466,0.5487444,2022-08-05 18:14:52.098,2022-08-05 18:14:56.078,3.977742,True,3,3,1,1,1.610148,True
19,26,Female,Right,True,0,14,Incongruent,0.004279502,0.589268,2022-08-05 18:14:59.279,2022-08-05 18:15:01.720,2.433397,True,3,3,4,4,1.918867,True
19,26,Female,Right,True,0,15,Congruent,-0.003973466,0.4316697,2022-08-05 18:15:05.078,2022-08-05 18:15:07.229,2.14184,True,2,2,1,1,1.132843,True
19,26,Female,Right,True,0,16,Novel,-0.004966887,0.5741421,2022-08-05 18:15:09.958,2022-08-05 18:15:14.520,4.556506,True,4,4,1,1,1.082571,True
19,26,Female,Right,True,0,17,Incongruent,-0.001728699,0.5295854,2022-08-05 18:15:17.139,2022-08-05 18:15:21.165,4.02143,True,3,3,4,4,1.321062,True
19,26,Female,Right,True,0,18,Novel,-0.002882483,0.3064371,2022-08-05 18:15:23.799,2022-08-05 18:15:30.012,6.216165,True,4,4,3,3,1.442443,True
19,26,Female,Right,True,0,19,Random,0.004970086,0.4698054,2022-08-05 18:15:32.936,2022-08-05 18:15:37.206,4.269709,True,1,1,4,4,1.141907,True
19,26,Female,Right,True,0,20,Incongruent,-0.004058179,0.4352233,2022-08-05 18:15:39.803,2022-08-05 18:15:42.588,2.781943,True,3,3,4,4,1.857858,True
19,26,Female,Right,False,1,1,Random,0.004482429,0.4563797,2022-08-05 18:22:40.480,2022-08-05 18:22:47.497,7,False,1,1,3,3,2.327151,True
19,26,Female,Right,False,1,2,Incongruent,-0.004103886,0.5382618,2022-08-05 18:22:51.370,2022-08-05 18:22:55.487,4.113335,True,3,3,4,4,1.254649,True
19,26,Female,Right,False,1,3,Random,-0.004789992,0.4203373,2022-08-05 18:22:58.186,2022-08-05 18:23:04.132,5.943445,True,1,1,4,4,1.092296,True
19,26,Female,Right,False,1,4,Novel,-0.002655121,0.4022811,2022-08-05 18:23:06.640,2022-08-05 18:23:13.657,7,False,4,2,1,3,1.881291,False
19,26,Female,Right,False,1,5,Congruent,0.002930373,0.3947486,2022-08-05 18:23:16.951,2022-08-05 18:23:19.122,2.168253,True,2,2,3,3,1.430023,True
19,26,Female,Right,False,1,6,Random,0.002484436,0.3133972,2022-08-05 18:23:41.914,2022-08-05 18:23:48.931,7,False,1,1,2,2,2.014452,True
19,26,Female,Right,False,1,7,Incongruent,0.0003307634,0.4508495,2022-08-05 18:23:52.403,2022-08-05 18:23:55.182,2.769808,True,3,3,2,2,1.157901,True
19,26,Female,Right,False,1,8,Incongruent,-0.0001650564,0.4912585,2022-08-05 18:23:57.843,2022-08-05 18:24:03.544,5.697796,True,3,3,2,2,1.052827,True
19,26,Female,Right,False,1,9,Random,0.001430181,0.3767239,2022-08-05 18:24:05.999,2022-08-05 18:24:13.012,7,False,1,2,2,3,1.168848,False
19,26,Female,Right,False,1,10,Random,0.004932391,0.4562523,2022-08-05 18:24:15.673,2022-08-05 18:24:22.132,6.459225,True,1,1,2,2,1.030958,True
19,26,Female,Right,False,1,11,Novel,0.002065301,0.5251848,2022-08-05 18:24:24.728,2022-08-05 18:24:27.882,3.150461,True,4,4,1,1,1.835296,True
19,26,Female,Right,False,1,12,Random,-0.00191418,0.5474991,2022-08-05 18:24:31.274,2022-08-05 18:24:34.162,2.879669,True,1,1,3,3,0.6025597,True
19,26,Female,Right,False,1,13,Incongruent,0.00273648,0.426479,2022-08-05 18:24:36.201,2022-08-05 18:24:39.334,3.130475,True,3,3,4,4,1.250201,True
19,26,Female,Right,False,1,14,Novel,0.002717287,0.3193877,2022-08-05 18:24:41.908,2022-08-05 18:24:47.566,5.650644,True,4,4,3,3,0.8295174,True
19,26,Female,Right,False,1,15,Novel,0.003850291,0.518275,2022-08-05 18:24:49.940,2022-08-05 18:24:52.693,2.747103,True,4,4,2,2,0.8484709,True
19,26,Female,Right,False,1,16,Congruent,-0.001955972,0.385651,2022-08-05 18:24:54.933,2022-08-05 18:24:57.665,2.728111,True,2,2,3,3,0.9812189,True
19,26,Female,Right,False,1,17,Novel,-0.001119311,0.4894259,2022-08-05 18:25:00.161,2022-08-05 18:25:05.462,5.296493,True,4,4,2,2,1.140278,True
19,26,Female,Right,False,1,18,Congruent,-2.65725E-05,0.3959243,2022-08-05 18:25:08.002,2022-08-05 18:25:09.814,1.811663,True,2,2,3,3,0.6897618,True
19,26,Female,Right,False,1,19,Incongruent,-0.004926977,0.5586858,2022-08-05 18:25:12.079,2022-08-05 18:25:14.160,2.081489,True,3,3,1,1,1.501665,True
19,26,Female,Right,False,1,20,Incongruent,0.001924102,0.5612614,2022-08-05 18:25:17.261,2022-08-05 18:25:19.743,2.484238,True,3,3,4,4,1.5004,True
19,26,Female,Right,False,1,21,Incongruent,-0.001939801,0.549927,2022-08-05 18:25:22.812,2022-08-05 18:25:26.681,3.86919,True,3,3,2,2,1.097463,True
19,26,Female,Right,False,1,22,Congruent,-0.001684349,0.485344,2022-08-05 18:25:29.269,2022-08-05 18:25:31.821,2.54688,True,2,2,4,4,1.561664,True
19,26,Female,Right,False,1,23,Random,-0.001845785,0.4797226,2022-08-05 18:25:34.866,2022-08-05 18:25:37.465,2.592477,True,1,1,2,2,0.8458235,True
19,26,Female,Right,False,1,24,Novel,0.00365697,0.3677189,2022-08-05 18:25:39.713,2022-08-05 18:25:42.331,2.616832,True,4,4,3,3,0.7607968,True
19,26,Female,Right,False,1,25,Random,-0.003649866,0.3273198,2022-08-05 18:25:44.450,2022-08-05 18:25:46.440,1.991369,True,1,1,4,4,1.207098,True
19,26,Female,Right,False,1,26,Congruent,0.0009133979,0.4842475,2022-08-05 18:25:49.150,2022-08-05 18:25:51.078,1.920906,True,2,2,1,1,1.049273,True
19,26,Female,Right,False,1,27,Congruent,0.001555053,0.5765704,2022-08-05 18:25:53.721,2022-08-05 18:25:55.319,1.589785,True,2,2,3,3,0.9210662,True
19,26,Female,Right,False,1,28,Incongruent,0.00366387,0.3031414,2022-08-05 18:25:57.561,2022-08-05 18:25:59.844,2.279354,True,3,3,4,4,0.8273724,True
19,26,Female,Right,False,1,29,Incongruent,0.0006234245,0.5578296,2022-08-05 18:26:02.252,2022-08-05 18:26:04.424,2.162869,True,3,3,1,1,1.34041,True
19,26,Female,Right,False,1,30,Novel,0.0003465135,0.5096309,2022-08-05 18:26:07.292,2022-08-05 18:26:11.562,4.270202,True,4,4,3,3,0.7844892,True
19,26,Female,Right,False,1,31,Novel,0.003857782,0.5350822,2022-08-05 18:26:13.892,2022-08-05 18:26:16.869,2.969723,True,4,4,1,1,1.632085,True
19,26,Female,Right,False,1,32,Novel,-0.000908385,0.3686953,2022-08-05 18:26:19.882,2022-08-05 18:26:24.419,4.538077,True,4,4,3,3,1.989809,True
19,26,Female,Right,False,1,33,Novel,0.003344126,0.3189003,2022-08-05 18:26:27.734,2022-08-05 18:26:32.261,4.514121,True,4,4,3,3,0.8731549,True
19,26,Female,Right,False,1,34,Random,-0.004129306,0.3181393,2022-08-05 18:26:34.455,2022-08-05 18:26:36.941,2.479546,True,1,1,2,2,0.8045616,True
19,26,Female,Right,False,1,35,Novel,-0.001020312,0.3365368,2022-08-05 18:26:39.114,2022-08-05 18:26:43.319,4.200839,True,4,4,2,2,1.159031,True
19,26,Female,Right,False,1,36,Novel,0.004561494,0.4167779,2022-08-05 18:26:45.916,2022-08-05 18:26:50.052,4.135777,True,4,4,1,1,1.002704,True
19,26,Female,Right,False,1,37,Novel,0.003588088,0.5843838,2022-08-05 18:27:12.722,2022-08-05 18:27:17.999,5.273362,True,4,4,3,3,0.9847633,True
19,26,Female,Right,False,1,38,Congruent,0.001318995,0.4733393,2022-08-05 18:27:20.465,2022-08-05 18:27:21.988,1.518512,True,2,2,4,4,1.272944,True
19,26,Female,Right,False,1,39,Congruent,-0.0008463939,0.3346857,2022-08-05 18:27:24.596,2022-08-05 18:27:26.457,1.85299,True,2,2,4,4,0.9381549,True
19,26,Female,Right,False,1,40,Random,0.002589613,0.504638,2022-08-05 18:27:28.941,2022-08-05 18:27:31.673,2.72475,True,1,1,3,3,0.8492793,True
19,26,Female,Right,False,1,41,Congruent,-0.003017506,0.3099429,2022-08-05 18:27:33.835,2022-08-05 18:27:35.940,2.101387,True,2,2,1,1,1.317934,True
19,26,Female,Right,False,1,42,Random,-0.002347643,0.5309225,2022-08-05 18:27:38.816,2022-08-05 18:27:41.256,2.434284,True,1,1,3,3,0.7605315,True
19,26,Female,Right,False,1,43,Congruent,-0.0023505,0.4262534,2022-08-05 18:27:43.452,2022-08-05 18:27:44.818,1.366413,True,2,2,3,3,1.389054,True
19,26,Female,Right,False,1,44,Congruent,-0.002313185,0.3098442,2022-08-05 18:27:47.553,2022-08-05 18:27:49.188,1.630854,True,2,2,1,1,1.249672,True
