ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
46,23,Male,Left,True,0,1,Random,-0.002420285,0.4934873,2022-08-31 13:19:39.433,2022-08-31 13:19:53.441,14,False,1,1,4,4,2.192845,True
46,23,Male,Left,True,0,2,Novel,-0.002260162,0.3672463,2022-08-31 13:19:57.026,2022-08-31 13:20:04.491,7.461683,True,3,3,4,4,1.584583,True
46,23,Male,Left,True,0,3,Incongruent,-0.004342417,0.482422,2022-08-31 13:20:07.569,2022-08-31 13:20:10.480,2.904189,True,2,2,4,4,1.450884,True
46,23,Male,Left,True,0,4,Congruent,-0.0009807223,0.4328588,2022-08-31 13:20:13.367,2022-08-31 13:20:17.057,3.686903,True,4,4,3,3,1.071973,True
46,23,Male,Left,True,0,5,Congruent,-0.00331891,0.5401062,2022-08-31 13:20:19.678,2022-08-31 13:20:22.004,2.320354,True,4,4,3,3,1.093928,True
46,23,Male,Left,True,0,6,Novel,-0.0002600783,0.5309876,2022-08-31 13:20:24.649,2022-08-31 13:20:27.289,2.63681,True,3,3,2,2,1.718886,True
46,23,Male,Left,True,0,7,Incongruent,0.000100723,0.3899133,2022-08-31 13:20:30.401,2022-08-31 13:20:32.820,2.412037,True,2,2,3,3,0.895025,True
46,23,Male,Left,True,0,8,Novel,-0.003287187,0.439252,2022-08-31 13:20:35.160,2022-08-31 13:20:38.849,3.686781,True,3,3,2,2,1.272278,True
46,23,Male,Left,True,0,9,Congruent,-0.0007006507,0.3312536,2022-08-31 13:20:41.471,2022-08-31 13:20:47.842,6.36625,True,4,4,3,3,0.8317533,True
46,23,Male,Left,True,0,10,Random,-0.000693894,0.5116408,2022-08-31 13:20:50.228,2022-08-31 13:20:52.889,2.65908,True,1,1,3,3,0.7286788,True
46,23,Male,Left,True,0,11,Random,0.001433815,0.4886916,2022-08-31 13:20:55.119,2022-08-31 13:20:57.269,2.14354,True,1,1,3,3,0.8517953,True
46,23,Male,Left,True,0,12,Congruent,0.0005585854,0.3991323,2022-08-31 13:20:59.554,2022-08-31 13:21:02.128,2.568256,True,4,4,1,1,1.092499,True
46,23,Male,Left,True,0,13,Incongruent,0.004192799,0.3160746,2022-08-31 13:21:04.559,2022-08-31 13:21:06.685,2.122474,True,2,2,3,3,0.6447478,True
46,23,Male,Left,True,0,14,Novel,-0.001483912,0.4526192,2022-08-31 13:21:08.791,2022-08-31 13:21:10.829,2.031604,True,3,3,2,2,1.364652,True
46,23,Male,Left,True,0,15,Random,0.004891358,0.4908029,2022-08-31 13:21:13.706,2022-08-31 13:21:17.063,3.349479,True,1,1,4,4,1.517143,True
46,23,Male,Left,True,0,16,Random,0.0002207812,0.4213911,2022-08-31 13:21:20.018,2022-08-31 13:21:21.920,1.899471,True,1,1,2,2,1.008725,True
46,23,Male,Left,True,0,17,Incongruent,5.543651E-05,0.3406621,2022-08-31 13:21:24.274,2022-08-31 13:21:26.310,2.033583,True,2,2,3,3,0.6024706,True
46,23,Male,Left,True,0,18,Novel,0.002704888,0.4241028,2022-08-31 13:21:28.361,2022-08-31 13:21:30.777,2.413172,True,3,3,1,1,0.8599675,True
46,23,Male,Left,True,0,19,Incongruent,0.002524536,0.5798423,2022-08-31 13:21:33.231,2022-08-31 13:21:35.155,1.921527,True,2,2,3,3,0.6942081,True
46,23,Male,Left,True,0,20,Congruent,-0.00114533,0.5339978,2022-08-31 13:21:37.420,2022-08-31 13:21:39.882,2.454523,True,4,4,2,2,0.9416673,True
46,23,Male,Left,False,1,1,Incongruent,0.0004749568,0.5949956,2022-08-31 13:29:28.217,2022-08-31 13:29:30.968,2.748456,True,2,2,1,1,1.60745,True
46,23,Male,Left,False,1,2,Novel,0.003986454,0.3337722,2022-08-31 13:29:33.925,2022-08-31 13:29:36.764,2.838748,True,3,3,2,2,2.079359,True
46,23,Male,Left,False,1,3,Incongruent,0.001900991,0.4171028,2022-08-31 13:29:40.282,2022-08-31 13:29:42.027,1.743209,True,2,2,4,4,1.075373,True
46,23,Male,Left,False,1,4,Random,-0.004899461,0.3737642,2022-08-31 13:29:44.492,2022-08-31 13:29:46.954,2.4568,True,1,1,2,2,1.091135,True
46,23,Male,Left,False,1,5,Congruent,-0.001810878,0.5175697,2022-08-31 13:29:49.577,2022-08-31 13:29:52.128,2.547412,True,4,4,1,1,1.239779,True
46,23,Male,Left,False,1,6,Novel,0.003509152,0.3830501,2022-08-31 13:29:54.780,2022-08-31 13:29:57.128,2.34671,True,3,3,1,1,1.389162,True
46,23,Male,Left,False,1,7,Incongruent,-0.003052777,0.551089,2022-08-31 13:30:00.072,2022-08-31 13:30:01.797,1.71816,True,2,2,3,3,0.9155145,True
46,23,Male,Left,False,1,8,Incongruent,0.001344945,0.3598149,2022-08-31 13:30:04.094,2022-08-31 13:30:05.751,1.652904,True,2,2,1,1,1.250514,True
