ID,age,sex,eye_d,training,block,trial,condition,vertical_pos,preonset,onset_timestamp,detection_timestamp,detection,detected,obj_type,indicated_obj,obj_location,indicated_location,decision_time,accuracy
38,21,Female,Right,True,0,1,Incongruent,0.004150696,0.3540258,2022-08-24 14:23:59.672,2022-08-24 14:24:11.585,11.90653,True,4,4,3,3,2.237515,True
38,21,Female,Right,True,0,2,Novel,-0.002122877,0.5850867,2022-08-24 14:24:15.422,2022-08-24 14:24:25.015,9.582308,True,1,1,4,4,2.90275,True
38,21,Female,Right,True,0,3,Incongruent,-0.003650552,0.5915977,2022-08-24 14:24:29.530,2022-08-24 14:24:34.359,4.824004,True,4,4,3,3,1.140614,True
38,21,Female,Right,True,0,4,Random,-0.002013328,0.3974591,2022-08-24 14:24:36.905,2022-08-24 14:24:42.758,5.854392,True,3,3,1,1,1.099907,True
38,21,Female,Right,True,0,5,Congruent,-0.001233907,0.5335762,2022-08-24 14:24:45.401,2022-08-24 14:24:48.423,3.014288,True,2,2,3,3,1.024786,True
38,21,Female,Right,True,0,6,Novel,0.00487102,0.5244447,2022-08-24 14:24:50.978,2022-08-24 14:24:57.325,6.345097,True,1,1,4,4,2.458709,True
38,21,Female,Right,True,0,7,Random,0.002268236,0.3998541,2022-08-24 14:25:01.186,2022-08-24 14:25:04.474,3.281595,True,3,3,2,2,1.184289,True
38,21,Female,Right,True,0,8,Novel,0.002938596,0.438113,2022-08-24 14:25:07.116,2022-08-24 14:25:12.615,5.49684,True,1,1,3,3,0.9824815,True
38,21,Female,Right,True,0,9,Random,0.004356002,0.3607249,2022-08-24 14:25:14.980,2022-08-24 14:25:17.733,2.745629,True,3,3,1,1,0.9348907,True
38,21,Female,Right,True,0,10,Congruent,-0.001706605,0.539743,2022-08-24 14:25:20.218,2022-08-24 14:25:22.192,1.964435,True,2,2,1,1,1.639995,True
38,21,Female,Right,True,0,11,Random,-0.004080406,0.3018151,2022-08-24 14:25:25.155,2022-08-24 14:25:27.551,2.389179,True,3,3,4,4,1.766914,True
38,21,Female,Right,True,0,12,Incongruent,0.0007923432,0.4698817,2022-08-24 14:25:30.809,2022-08-24 14:25:33.336,2.525978,True,4,4,2,2,0.7863601,True
38,21,Female,Right,True,0,13,Incongruent,0.0009683222,0.4410325,2022-08-24 14:25:35.577,2022-08-24 14:25:39.514,3.930383,True,4,4,3,3,1.743623,True
38,21,Female,Right,True,0,14,Novel,-0.003080072,0.4723189,2022-08-24 14:25:42.749,2022-08-24 14:25:45.365,2.614282,True,1,1,3,3,0.8088787,True
38,21,Female,Right,True,0,15,Congruent,0.003992146,0.462023,2022-08-24 14:25:47.654,2022-08-24 14:25:50.268,2.615839,True,2,2,1,1,1.517485,True
38,21,Female,Right,True,0,16,Incongruent,-0.002534221,0.4274687,2022-08-24 14:25:53.224,2022-08-24 14:25:55.822,2.589265,True,4,4,1,1,1.001013,True
38,21,Female,Right,True,0,17,Random,-0.001093171,0.5109177,2022-08-24 14:25:58.354,2022-08-24 14:26:00.457,2.099654,True,3,3,2,2,0.7611798,True
38,21,Female,Right,True,0,18,Novel,-0.002486229,0.5831868,2022-08-24 14:26:02.808,2022-08-24 14:26:05.897,3.082826,True,1,1,4,4,1.81731,True
