"ID" "condition" "block" "time" "time_n" "time_nmd" "dist" "hits"
"163" 21 "Novel" 1 4.8145185 1.17305339080512 1.10874053435196 0.063491875 0
"164" 21 "Novel" 2 2.79145 -0.0979469013742169 -0.49684361130548 0.06750749 0
"165" 21 "Novel" 3 2.567611 -0.27574526811899 -0.674490759476595 0.05291732 0.5
"166" 21 "Random" 1 4.265585 0.813402143649456 0.673086020122582 0.05641982 3
"167" 21 "Random" 2 3.417483 0.112537082293595 0 0.06186518 2.5
"168" 21 "Random" 3 2.725361 -0.23667568774578 -0.54929435659777 0.05754992 2.5
"169" 22 "Congruent" 1 2.503478 2.41986261585144 1.30398916437291 0.01015688 12.5
"170" 22 "Congruent" 2 2.010954 0.561228994751031 0.349051134711874 0.011516385 11
"171" 22 "Congruent" 3 1.7872 0.756389875483554 -0.0847778845618561 0.008907232 10.5
"172" 22 "Incongruent" 1 1.581639 -0.435761994087519 -0.483333114997635 0.02143197 10.5
"173" 22 "Incongruent" 2 1.383174 -0.728400704432715 -0.868130152414445 0.019224255 10.5
"174" 22 "Incongruent" 3 1.275051 -1.02066073933698 -1.07776615914922 0.0198777 12.5
"175" 22 "Novel" 1 2.168787 1.01511483690646 0.655068169486809 0.0499143 1
"176" 22 "Novel" 2 2.034995 0.514768844049465 0.395663411821378 0.053131605 2.5
"177" 22 "Novel" 3 1.652286 -0.134923521210996 -0.346358049860783 0.05458656 2.5
"178" 22 "Random" 1 2.256763 1.87135668339949 0.825641843251862 0.075918975 2
"179" 22 "Random" 2 1.49786 0.407493178904443 -0.645769368229907 0.06434132 4.5
"180" 22 "Random" 3 1.763685 0.0307470587688416 -0.130370318164034 0.06174345 2
"181" 23 "Congruent" 1 2.347553 1.05777780023135 0.574635010107042 0.0125331 14
"182" 23 "Congruent" 2 1.9999865 -0.0468205651700239 -0.305079917228777 0.012005955 16
"183" 23 "Congruent" 3 2.177588 0.365943488113077 0.144441802117687 0.01124651 15.5
"184" 23 "Incongruent" 1 2.143914 0.491133668218621 0.05921057165357 0.017370935 12.5
"185" 23 "Incongruent" 2 2.233888 0.651908947820603 0.28694100848253 0.017443585 13
"186" 23 "Incongruent" 3 2.099816 0.234164901949262 -0.0524045260778135 0.0149334 13.5
"187" 23 "Novel" 1 2.210529 0.220234480148199 0.227817758722737 0.059195135 1.5
"188" 23 "Novel" 2 2.12458 0.553611947796804 0.0102748761676389 0.05854136 3
"189" 23 "Novel" 3 1.902446 -0.511647790884867 -0.551961690557908 0.04846936 0.5
"190" 23 "Random" 1 2.457175 0.793270341148153 0.852095898208764 0.061465145 1
"191" 23 "Random" 2 2.010646 -0.20463939348251 -0.278099983121387 0.07585728 4
"192" 23 "Random" 3 1.921974 -0.0870844599979106 -0.502534967611324 0.06718443 3.5
"193" 24 "Congruent" 1 1.852211 0.9547684760492 0.442133025610067 0.015135155 13
"194" 24 "Congruent" 2 1.652808 0.735699308745337 0.00628085442001675 0.012706285 13
"195" 24 "Congruent" 3 1.453958 0.182183113494103 -0.428362577429763 0.0152822 12.5
"196" 24 "Incongruent" 1 1.965441 1.17371456681988 0.689629509333228 0.01907726 9.5
"197" 24 "Incongruent" 2 1.563791 0.15494200601146 -0.18829120679684 0.016272425 12.5
"198" 24 "Incongruent" 3 1.830581 0.738929058917443 0.394854486857688 0.01994288 11.5
"199" 24 "Novel" 1 1.586211 0.122592717989552 -0.139285897558358 0.027550665 9.5
"200" 24 "Novel" 2 1.271125 -0.343985425641865 -0.827996284120186 0.02068323 10
"201" 24 "Novel" 3 1.340679 -0.0412515717163957 -0.675966164638771 0.01928933 11.5
"202" 24 "Random" 1 1.874636 1.70820064160782 0.491149263775676 0.06010265 4.5
"203" 24 "Random" 2 1.563249 0.353534062900391 -0.18947590249743 0.0572899 2.5
"204" 24 "Random" 3 1.676761 0.284294601703882 0.0586369727157056 0.06529582 1
"205" 25 "Congruent" 1 2.701608 0.0390952384353381 -0.250336858655063 0.01065915 13
"206" 25 "Congruent" 2 2.813825 0.23184439336292 -0.0719315845718225 0.01116448 14.5
"207" 25 "Congruent" 3 2.612087 -0.387666718545079 -0.392659488392142 0.01428463 11
"208" 25 "Incongruent" 1 2.455777 -0.520488426951224 -0.641164869857974 0.02447218 7.5
"209" 25 "Incongruent" 2 2.814803 0.0623809006395205 -0.0703767367497153 0.025996575 10
"210" 25 "Incongruent" 3 2.904816 0.648669083485482 0.0727280863702637 0.02692748 8.5
"211" 25 "Novel" 1 2.635902 -0.505361496664932 -0.354797831047065 0.04567157 4
"212" 25 "Novel" 2 3.239773 0.841882956182767 0.605250746850404 0.04931663 5.5
"213" 25 "Novel" 3 3.6126405 1.38914020693389 1.19804442814854 0.05669305 5
"214" 25 "Random" 1 2.611891 -0.162729754475699 -0.392971093886142 0.04938507 3.5
"215" 25 "Random" 2 3.0820165 0.534887258633597 0.354445685042365 0.06082814 4.5
"216" 25 "Random" 3 3.472674 1.41414310320892 0.97552233439294 0.06587179 3
"217" 26 "Congruent" 1 1.941029 0.680668799424735 0.462695752908096 0.01873099 15
"218" 26 "Congruent" 2 1.893694 0.464760484274725 0.320688066520292 0.01860089 12.5
"219" 26 "Congruent" 3 1.652992 -0.339185031815699 -0.401431593961749 0.016141975 14
"220" 26 "Incongruent" 1 1.543434 -0.829987393345209 -0.730111811671163 0.026218805 10
"221" 26 "Incongruent" 2 1.675556 -0.0663007542246277 -0.333738313394422 0.020350025 10
"222" 26 "Incongruent" 3 1.430587 -0.988610778670898 -1.06865921604012 0.02350032 10.5
"223" 26 "Novel" 1 2.351506 2.2751516548835 1.6941500485753 0.07643751 1.5
"224" 26 "Novel" 2 1.968373 0.312322754425856 0.544729304753203 0.056843 1
"225" 26 "Novel" 3 1.9307585 0.396938258960432 0.431883670029763 0.060732025 3
"226" 26 "Random" 1 1.985193 1.06336065426771 0.595190259333173 0.059533685 1.5
"227" 26 "Random" 2 1.966028 0.600210738921975 0.537694171668184 0.0658035 2.5
"228" 26 "Random" 3 1.663662 -0.0768167031569367 -0.369420988410722 0.061754025 3
"229" 27 "Congruent" 1 2.255618 0.728909984716796 0.154828079932977 0.01133112 16
"230" 27 "Congruent" 2 2.099986 -0.260330364951905 -0.208219647062277 0.011466295 16
"231" 27 "Congruent" 3 1.899758 -0.503418611419418 -0.675297884704956 0.01197252 14.5
"232" 27 "Incongruent" 1 2.636245 1.08254693301009 1.04272881489123 0.02652335 12.5
"233" 27 "Incongruent" 2 2.344462 0.667642397017632 0.362077310535721 0.022052745 11.5
"234" 27 "Incongruent" 3 2.233203 0.0960098607013839 0.10253989498002 0.022183965 13.5
"235" 27 "Novel" 1 1.788587 -0.817756743597155 -0.934630019855756 0.05026693 4
"236" 27 "Novel" 2 1.898116 -0.809322302904869 -0.679128230441863 0.0242127 5
"237" 27 "Novel" 3 1.585257 -1.13799722573854 -1.4089443917712 0.0281538 4
"238" 27 "Random" 1 2.54627 1.00923365623696 0.832841264539126 0.075725775 3
"239" 27 "Random" 2 2.212546 0.231052606084701 0.054352652661339 0.06193434 0.5
"240" 27 "Random" 3 2.2892345 0.341405807035358 0.233246360971168 0.06804905 3
"241" 28 "Congruent" 1 2.561117 -0.103456095241873 -0.664177737967079 0.01151588 10.5
"242" 28 "Congruent" 2 3.36137 0.228021982209518 -0.0746758521060138 0.010623305 10.5
"243" 28 "Congruent" 3 2.734481 -0.219902177719375 -0.536470119325952 0.01168016 10.5
"244" 28 "Incongruent" 1 3.752943 0.741452414828537 0.213774203004401 0.022544615 10
"245" 28 "Incongruent" 2 7 1.65459266851525 2.60570053754907 0.02358807 9
"246" 28 "Incongruent" 3 3.931673 0.504548427841378 0.345434655461247 0.02362861 10
"247" 28 "Novel" 1 2.903293 -0.223179451961267 -0.412115705964205 0.053071265 1.5
"248" 28 "Novel" 2 3.374247 -0.0511746293540535 -0.0651900822504394 0.04385234 2
"249" 28 "Novel" 3 2.467064 -0.664967760746671 -0.733461353112403 0.034890595 2
"250" 28 "Random" 1 4.2537095 0.874288092751346 0.582661037700485 0.071256 2.5
"251" 28 "Random" 2 3.986404 0.77188716127228 0.385751939763914 0.045568485 2.5
"252" 28 "Random" 3 4.190908 0.927290708258777 0.536398664819779 0.06791113 2.5
"253" 29 "Congruent" 1 1.8207 0.721410124396446 0.348329571738413 0.01516532 11.5
"254" 29 "Congruent" 2 1.410871 -0.0723604967186102 -0.565771107045237 0.010595935 10.5
"255" 29 "Congruent" 3 1.58033 -0.244800248535216 -0.187802278763201 0.016746275 12.5
"256" 29 "Incongruent" 1 1.887858 0.672257312846591 0.498121737216582 0.02735797 9
"257" 29 "Incongruent" 2 1.905062 1.08759997733839 0.536494297669341 0.01650566 11
"258" 29 "Incongruent" 3 1.6002365 -0.0671183382603501 -0.14340194310563 0.01559952 11
"259" 29 "Novel" 1 2.1606955 0.875309538319752 1.10667053183003 0.048512215 4
"260" 29 "Novel" 2 1.808142 0.149058949870462 0.320319654616479 0.03987966 4
"261" 29 "Novel" 3 1.811833 0.19295254578371 0.328552223823125 0.03900788 8
"262" 29 "Random" 1 1.458277 -0.401372620959767 -0.460034673609786 0.07139443 3.5
"263" 29 "Random" 2 1.4085 -0.215967915198474 -0.571059490027886 0.043097455 4.5
"264" 29 "Random" 3 1.250265 -0.562221029257638 -0.923993813629513 0.066355405 4
"265" 3 "Congruent" 1 3.210883 1.02193217366277 0.914763256144786 0.009581163 13.5
"266" 3 "Congruent" 2 2.477222 -0.211999088129542 -0.0954348548935657 0.010264105 13.5
"267" 3 "Congruent" 3 2.080512 -0.601545581518604 -0.641675819903324 0.012884735 14
"268" 3 "Incongruent" 1 4.099031 2.53592860257412 2.13767878787196 0.022096285 9.5
"269" 3 "Incongruent" 2 2.951534 0.452233136741256 0.557658449020398 0.02951187 9
"270" 3 "Incongruent" 3 2.635352 0.21244362392301 0.122298713196458 0.02210511 10.5
"271" 3 "Novel" 1 2.454257 0.591922657896033 -0.127055998200891 0.06303211 2
"272" 3 "Novel" 2 1.85677 -0.826304975862642 -0.94975236446538 0.03849072 2
"273" 3 "Novel" 3 1.919903 -0.89079115772592 -0.862822791618814 0.04885926 0.5
"274" 3 "Random" 1 3.503928 2.0208078086978 1.31826501710691 0.056036655 3.5
"275" 3 "Random" 2 2.712406 0.453518657571687 0.228396495752637 0.082006195 2.5
"276" 3 "Random" 3 2.412718 -0.161412673063588 -0.184252195537838 0.065692695 3.5
"277" 30 "Congruent" 1 2.411628 0.466238970896251 0.375684190387269 0.01992703 7
"278" 30 "Congruent" 2 1.876999 0.226838802872063 -0.183345838677474 0.019098695 8.5
"279" 30 "Congruent" 3 1.141979 -0.669818425050962 -0.951912923446852 0.0155647 9
"280" 30 "Incongruent" 1 2.524439 0.727259700486406 0.493644002909266 0.01920094 9.5
"281" 30 "Incongruent" 2 1.87627 -0.145195910133209 -0.184108111003121 0.01804067 9
"282" 30 "Incongruent" 3 1.5420105 -0.473267656758385 -0.533623565645811 0.018954955 9
"283" 30 "Novel" 1 2.725779 0.803126325820067 0.704173371970607 0.05710098 0
"284" 30 "Novel" 2 2.145567 0.350080462762506 0.0974798869114103 0.058091215 0
"285" 30 "Novel" 3 1.3638915 -0.228087294325325 -0.719872103878834 0.04821894 1.5
"286" 30 "Random" 1 2.214816 0.378485367702665 0.16988948400155 0.05472042 1.5
"287" 30 "Random" 2 2.057148 0.192367468791349 0.00502535088759697 0.07377661 1.5
"288" 30 "Random" 3 1.5091355 -0.397494563529193 -0.567999015173434 0.052320845 1
"289" 31 "Congruent" 1 3.057625 -0.455188713680727 -0.472378481967151 0.01661702 12.5
"290" 31 "Congruent" 2 3.1045205 -0.491368503513773 -0.421813482580962 0.014459915 13
"291" 31 "Congruent" 3 3.3627665 -0.0797866101668628 -0.143360137772063 0.01586103 12
"292" 31 "Incongruent" 1 3.7884045 0.655959622492219 0.315583368720854 0.026345915 9.5
"293" 31 "Incongruent" 2 3.687286 0.464591869437696 0.206552504556225 0.026856685 11
"294" 31 "Incongruent" 3 4.088585 0.908816289514955 0.639252522440205 0.026555015 11
"295" 31 "Novel" 1 4.444249 0.787114140064259 1.0227466730877 0.026423705 7.5
"296" 31 "Novel" 2 3.273201 -0.178999573079537 -0.23993399779112 0.033807385 6
"297" 31 "Novel" 3 3.420249 0.214395683657315 -0.0813797222265079 0.033985745 7.5
"298" 31 "Random" 1 2.971605 -0.30500645660246 -0.565129412167276 0.06520951 1
"299" 31 "Random" 2 3.3178155 0.239336827867353 -0.191828483080431 0.05311591 1.5
"300" 31 "Random" 3 4.132823 0.903135662059376 0.686952076615898 0.066324525 3
"301" 32 "Congruent" 1 7 3.44568527831493 5.13769375563928 0.021542725 8.5
"302" 32 "Congruent" 2 2.392256 -0.1947937886547 -0.373329156473067 0.022215865 8
